,id,question,context,answer_start,text,context_id
78814,57344500acc1501500babd4f,"According to MarketWatch, where did Richmond rank among cities for business?","The Greater Richmond area was named the third-best city for business by MarketWatch in September 2007, ranking behind only the Minneapolis and Denver areas and just above Boston. The area is home to six Fortune 500 companies: electric utility Dominion Resources; CarMax; Owens & Minor; Genworth Financial; MeadWestvaco; McKesson Medical-Surgical and Altria Group. However, only Dominion Resources and MeadWestvaco are headquartered within the city of Richmond; the others are located in the neighboring counties of Henrico and Hanover. In 2008, Altria moved its corporate HQ from New York City to Henrico County, adding another Fortune 500 corporation to Richmond's list. In February 2006, MeadWestvaco announced that they would move from Stamford, Connecticut, to Richmond in 2008 with the help of the Greater Richmond Partnership, a regional economic development organization that also helped locate Aditya Birla Minacs, Amazon.com, and Honeywell International, to the region.",40,third,17017
78815,57344500acc1501500babd50,What did MarketWatch think was the fourth best city for business?,"The Greater Richmond area was named the third-best city for business by MarketWatch in September 2007, ranking behind only the Minneapolis and Denver areas and just above Boston. The area is home to six Fortune 500 companies: electric utility Dominion Resources; CarMax; Owens & Minor; Genworth Financial; MeadWestvaco; McKesson Medical-Surgical and Altria Group. However, only Dominion Resources and MeadWestvaco are headquartered within the city of Richmond; the others are located in the neighboring counties of Henrico and Hanover. In 2008, Altria moved its corporate HQ from New York City to Henrico County, adding another Fortune 500 corporation to Richmond's list. In February 2006, MeadWestvaco announced that they would move from Stamford, Connecticut, to Richmond in 2008 with the help of the Greater Richmond Partnership, a regional economic development organization that also helped locate Aditya Birla Minacs, Amazon.com, and Honeywell International, to the region.",171,Boston,17017
78816,57344500acc1501500babd51,What type of business is Dominion Resources?,"The Greater Richmond area was named the third-best city for business by MarketWatch in September 2007, ranking behind only the Minneapolis and Denver areas and just above Boston. The area is home to six Fortune 500 companies: electric utility Dominion Resources; CarMax; Owens & Minor; Genworth Financial; MeadWestvaco; McKesson Medical-Surgical and Altria Group. However, only Dominion Resources and MeadWestvaco are headquartered within the city of Richmond; the others are located in the neighboring counties of Henrico and Hanover. In 2008, Altria moved its corporate HQ from New York City to Henrico County, adding another Fortune 500 corporation to Richmond's list. In February 2006, MeadWestvaco announced that they would move from Stamford, Connecticut, to Richmond in 2008 with the help of the Greater Richmond Partnership, a regional economic development organization that also helped locate Aditya Birla Minacs, Amazon.com, and Honeywell International, to the region.",226,electric utility,17017
78817,57344500acc1501500babd52,"Prior to moving to the Richmond area, where was Altria's headquarters located?","The Greater Richmond area was named the third-best city for business by MarketWatch in September 2007, ranking behind only the Minneapolis and Denver areas and just above Boston. The area is home to six Fortune 500 companies: electric utility Dominion Resources; CarMax; Owens & Minor; Genworth Financial; MeadWestvaco; McKesson Medical-Surgical and Altria Group. However, only Dominion Resources and MeadWestvaco are headquartered within the city of Richmond; the others are located in the neighboring counties of Henrico and Hanover. In 2008, Altria moved its corporate HQ from New York City to Henrico County, adding another Fortune 500 corporation to Richmond's list. In February 2006, MeadWestvaco announced that they would move from Stamford, Connecticut, to Richmond in 2008 with the help of the Greater Richmond Partnership, a regional economic development organization that also helped locate Aditya Birla Minacs, Amazon.com, and Honeywell International, to the region.",580,New York City,17017
78818,57344500acc1501500babd53,What company moved to Richmond from Connecticut?,"The Greater Richmond area was named the third-best city for business by MarketWatch in September 2007, ranking behind only the Minneapolis and Denver areas and just above Boston. The area is home to six Fortune 500 companies: electric utility Dominion Resources; CarMax; Owens & Minor; Genworth Financial; MeadWestvaco; McKesson Medical-Surgical and Altria Group. However, only Dominion Resources and MeadWestvaco are headquartered within the city of Richmond; the others are located in the neighboring counties of Henrico and Hanover. In 2008, Altria moved its corporate HQ from New York City to Henrico County, adding another Fortune 500 corporation to Richmond's list. In February 2006, MeadWestvaco announced that they would move from Stamford, Connecticut, to Richmond in 2008 with the help of the Greater Richmond Partnership, a regional economic development organization that also helped locate Aditya Birla Minacs, Amazon.com, and Honeywell International, to the region.",690,MeadWestvaco,17017
78819,57344560879d6814001ca451,Where is SunTrust Bank headquartered?,"Other Fortune 500 companies, while not headquartered in the area, do have a major presence. These include SunTrust Bank (based in Atlanta), Capital One Financial Corporation (officially based in McLean, Virginia, but founded in Richmond with its operations center and most employees in the Richmond area), and the medical and pharmaceutical giant McKesson (based in San Francisco). Capital One and Altria company's Philip Morris USA are two of the largest private Richmond-area employers. DuPont maintains a production facility in South Richmond known as the Spruance Plant. UPS Freight, the less-than-truckload division of UPS and formerly known as Overnite Transportation, has its corporate headquarters in Richmond.",130,Atlanta,17018
78820,57344560879d6814001ca452,What city is the headquarters of McKesson located in?,"Other Fortune 500 companies, while not headquartered in the area, do have a major presence. These include SunTrust Bank (based in Atlanta), Capital One Financial Corporation (officially based in McLean, Virginia, but founded in Richmond with its operations center and most employees in the Richmond area), and the medical and pharmaceutical giant McKesson (based in San Francisco). Capital One and Altria company's Philip Morris USA are two of the largest private Richmond-area employers. DuPont maintains a production facility in South Richmond known as the Spruance Plant. UPS Freight, the less-than-truckload division of UPS and formerly known as Overnite Transportation, has its corporate headquarters in Richmond.",366,San Francisco,17018
78821,57344560879d6814001ca453,Who owns Philip Morris USA?,"Other Fortune 500 companies, while not headquartered in the area, do have a major presence. These include SunTrust Bank (based in Atlanta), Capital One Financial Corporation (officially based in McLean, Virginia, but founded in Richmond with its operations center and most employees in the Richmond area), and the medical and pharmaceutical giant McKesson (based in San Francisco). Capital One and Altria company's Philip Morris USA are two of the largest private Richmond-area employers. DuPont maintains a production facility in South Richmond known as the Spruance Plant. UPS Freight, the less-than-truckload division of UPS and formerly known as Overnite Transportation, has its corporate headquarters in Richmond.",398,Altria,17018
78822,57344560879d6814001ca454,What DuPont factory is located in the Richmond area?,"Other Fortune 500 companies, while not headquartered in the area, do have a major presence. These include SunTrust Bank (based in Atlanta), Capital One Financial Corporation (officially based in McLean, Virginia, but founded in Richmond with its operations center and most employees in the Richmond area), and the medical and pharmaceutical giant McKesson (based in San Francisco). Capital One and Altria company's Philip Morris USA are two of the largest private Richmond-area employers. DuPont maintains a production facility in South Richmond known as the Spruance Plant. UPS Freight, the less-than-truckload division of UPS and formerly known as Overnite Transportation, has its corporate headquarters in Richmond.",559,Spruance Plant,17018
78823,57344560879d6814001ca455,What was the former name of UPS Freight?,"Other Fortune 500 companies, while not headquartered in the area, do have a major presence. These include SunTrust Bank (based in Atlanta), Capital One Financial Corporation (officially based in McLean, Virginia, but founded in Richmond with its operations center and most employees in the Richmond area), and the medical and pharmaceutical giant McKesson (based in San Francisco). Capital One and Altria company's Philip Morris USA are two of the largest private Richmond-area employers. DuPont maintains a production facility in South Richmond known as the Spruance Plant. UPS Freight, the less-than-truckload division of UPS and formerly known as Overnite Transportation, has its corporate headquarters in Richmond.",650,Overnite Transportation,17018
78824,573445d3879d6814001ca45b,What architectural style was the 1919 Broad Street Union Station constructed in?,"Several of the city's large general museums are located near the Boulevard. On Boulevard proper are the Virginia Historical Society and the Virginia Museum of Fine Arts, lending their name to what is sometimes called the Museum District. Nearby on Broad Street is the Science Museum of Virginia, housed in the neoclassical former 1919 Broad Street Union Station. Immediately adjacent is the Children's Museum of Richmond, and two blocks away, the Virginia Center for Architecture. Within the downtown are the Library of Virginia and the Valentine Richmond History Center. Elsewhere are the Virginia Holocaust Museum and the Old Dominion Railway Museum.",310,neoclassical,17019
78825,573445d3879d6814001ca45c,How far away from the Virginia Center for Architecture is the Children's Museum of Richmond?,"Several of the city's large general museums are located near the Boulevard. On Boulevard proper are the Virginia Historical Society and the Virginia Museum of Fine Arts, lending their name to what is sometimes called the Museum District. Nearby on Broad Street is the Science Museum of Virginia, housed in the neoclassical former 1919 Broad Street Union Station. Immediately adjacent is the Children's Museum of Richmond, and two blocks away, the Virginia Center for Architecture. Within the downtown are the Library of Virginia and the Valentine Richmond History Center. Elsewhere are the Virginia Holocaust Museum and the Old Dominion Railway Museum.",426,two blocks,17019
78826,573445d3879d6814001ca45d,What district of Richmond is the Virginia Historical Society located in?,"Several of the city's large general museums are located near the Boulevard. On Boulevard proper are the Virginia Historical Society and the Virginia Museum of Fine Arts, lending their name to what is sometimes called the Museum District. Nearby on Broad Street is the Science Museum of Virginia, housed in the neoclassical former 1919 Broad Street Union Station. Immediately adjacent is the Children's Museum of Richmond, and two blocks away, the Virginia Center for Architecture. Within the downtown are the Library of Virginia and the Valentine Richmond History Center. Elsewhere are the Virginia Holocaust Museum and the Old Dominion Railway Museum.",221,Museum District,17019
78827,573445d3879d6814001ca45e,What museum is next to the Science Museum of Virginia?,"Several of the city's large general museums are located near the Boulevard. On Boulevard proper are the Virginia Historical Society and the Virginia Museum of Fine Arts, lending their name to what is sometimes called the Museum District. Nearby on Broad Street is the Science Museum of Virginia, housed in the neoclassical former 1919 Broad Street Union Station. Immediately adjacent is the Children's Museum of Richmond, and two blocks away, the Virginia Center for Architecture. Within the downtown are the Library of Virginia and the Valentine Richmond History Center. Elsewhere are the Virginia Holocaust Museum and the Old Dominion Railway Museum.",391,Children's Museum of Richmond,17019
78828,5734466eacc1501500babd77,In what former industrial facility is the Richmond National Battlefield Park Visitors Center located?,"As the primary former Capital of the Confederate States of America, Richmond is home to many museums and battlefields of the American Civil War. Near the riverfront is the Richmond National Battlefield Park Visitors Center and the American Civil War Center at Historic Tredegar, both housed in the former buildings of the Tredegar Iron Works, where much of the ordnance for the war was produced. In Court End, near the Virginia State Capitol, is the Museum of the Confederacy, along with the Davis Mansion, also known as the White House of the Confederacy; both feature a wide variety of objects and material from the era. The temporary home of former Confederate General Robert E. Lee still stands on Franklin Street in downtown Richmond. The history of slavery and emancipation are also increasingly represented: there is a former slave trail along the river that leads to Ancarrow's Boat Ramp and Historic Site which has been developed with interpretive signage, and in 2007, the Reconciliation Statue was placed in Shockoe Bottom, with parallel statues placed in Liverpool and Benin representing points of the Triangle Trade.",322,Tredegar Iron Works,17020
78829,5734466eacc1501500babd78,What government building is the Museum of the Confederacy located near?,"As the primary former Capital of the Confederate States of America, Richmond is home to many museums and battlefields of the American Civil War. Near the riverfront is the Richmond National Battlefield Park Visitors Center and the American Civil War Center at Historic Tredegar, both housed in the former buildings of the Tredegar Iron Works, where much of the ordnance for the war was produced. In Court End, near the Virginia State Capitol, is the Museum of the Confederacy, along with the Davis Mansion, also known as the White House of the Confederacy; both feature a wide variety of objects and material from the era. The temporary home of former Confederate General Robert E. Lee still stands on Franklin Street in downtown Richmond. The history of slavery and emancipation are also increasingly represented: there is a former slave trail along the river that leads to Ancarrow's Boat Ramp and Historic Site which has been developed with interpretive signage, and in 2007, the Reconciliation Statue was placed in Shockoe Bottom, with parallel statues placed in Liverpool and Benin representing points of the Triangle Trade.",419,Virginia State Capitol,17020
78830,5734466eacc1501500babd79,What is another name for the Davis Mansion?,"As the primary former Capital of the Confederate States of America, Richmond is home to many museums and battlefields of the American Civil War. Near the riverfront is the Richmond National Battlefield Park Visitors Center and the American Civil War Center at Historic Tredegar, both housed in the former buildings of the Tredegar Iron Works, where much of the ordnance for the war was produced. In Court End, near the Virginia State Capitol, is the Museum of the Confederacy, along with the Davis Mansion, also known as the White House of the Confederacy; both feature a wide variety of objects and material from the era. The temporary home of former Confederate General Robert E. Lee still stands on Franklin Street in downtown Richmond. The history of slavery and emancipation are also increasingly represented: there is a former slave trail along the river that leads to Ancarrow's Boat Ramp and Historic Site which has been developed with interpretive signage, and in 2007, the Reconciliation Statue was placed in Shockoe Bottom, with parallel statues placed in Liverpool and Benin representing points of the Triangle Trade.",525,White House of the Confederacy,17020
78831,5734466eacc1501500babd7a,On what Richmond street did General Lee live for a while?,"As the primary former Capital of the Confederate States of America, Richmond is home to many museums and battlefields of the American Civil War. Near the riverfront is the Richmond National Battlefield Park Visitors Center and the American Civil War Center at Historic Tredegar, both housed in the former buildings of the Tredegar Iron Works, where much of the ordnance for the war was produced. In Court End, near the Virginia State Capitol, is the Museum of the Confederacy, along with the Davis Mansion, also known as the White House of the Confederacy; both feature a wide variety of objects and material from the era. The temporary home of former Confederate General Robert E. Lee still stands on Franklin Street in downtown Richmond. The history of slavery and emancipation are also increasingly represented: there is a former slave trail along the river that leads to Ancarrow's Boat Ramp and Historic Site which has been developed with interpretive signage, and in 2007, the Reconciliation Statue was placed in Shockoe Bottom, with parallel statues placed in Liverpool and Benin representing points of the Triangle Trade.",702,Franklin,17020
78832,5734466eacc1501500babd7b,Where are the Reconciliation Statues outside Richmond located?,"As the primary former Capital of the Confederate States of America, Richmond is home to many museums and battlefields of the American Civil War. Near the riverfront is the Richmond National Battlefield Park Visitors Center and the American Civil War Center at Historic Tredegar, both housed in the former buildings of the Tredegar Iron Works, where much of the ordnance for the war was produced. In Court End, near the Virginia State Capitol, is the Museum of the Confederacy, along with the Davis Mansion, also known as the White House of the Confederacy; both feature a wide variety of objects and material from the era. The temporary home of former Confederate General Robert E. Lee still stands on Franklin Street in downtown Richmond. The history of slavery and emancipation are also increasingly represented: there is a former slave trail along the river that leads to Ancarrow's Boat Ramp and Historic Site which has been developed with interpretive signage, and in 2007, the Reconciliation Statue was placed in Shockoe Bottom, with parallel statues placed in Liverpool and Benin representing points of the Triangle Trade.",1067,Liverpool and Benin,17020
